listing_id,published_at,closed_at,status,deal_type,city,district,address,lat,lon,rooms,floor,floors_total,area_total,area_kitchen,price,currency,price_uah,agent_id,agency,contact_phone,source,description
L100809,2024-03-15,NA,active,rent,Lviv,Halytskyi,"vul. Parkova, 24",49.802509,24.044648,5,12,25,64,NA,13662,UAH,13662,AG5963,HomeCenter,380889473169,portal_b,Comfortable 5-room apartment in Halytskyi district. Total area 64 sq.m.
L100810,2024-03-12,2024-03-15,withdrawn,sale,Odesa,Kiiivskyi,"vul. Heroiv, 29",46.503105,30.707463,5,16,22,64,12,84705,USD,3176438,AG2498,CityRealty,380671679099,portal_c,"Modern design, all amenities. Kiiivskyi, 64 sq.m."
L100811,2024-05-02,NA,active,sale,Odesa,Prymorskyi,"vul. Heroiv, 26",46.52772,30.683554,5,5,7,37,8,2024690,UAH,2024690,AG4520,RealtyPro,380766327742,portal_b,"Great location in Odesa. 5 rooms, 5 floor. Well renovated."
L100812,2024-03-21,2024-04-12,closed,sale,Lviv,Zaliznychnyi,"vul. Shevchenka, 100",49.854730000000004,23.998963,4,1,7,47,8,55072,USD,2065200,NA,UrbanHouse,380818395902,portal_a,"Modern design, all amenities. Zaliznychnyi, 47 sq.m."
L100813,2024-03-10,NA,active,rent,Lviv,Halytskyi,"vul. Peremohy, 45",49.842653,24.032562,4,6,13,52,11,270,EUR,11016,NA,NA,380902751295,portal_b,"Modern design, all amenities. Halytskyi, 52 sq.m."
L100814,2024-04-27,NA,active,sale,Kyiv,Pecherskyi,"vul. Lesi Ukrainky, 21",50.424459,30.578937,4,16,16,41,9,2130489,UAH,2130489,AG5322,PrimeEstate,380989004642,portal_a,"Modern design, all amenities. Pecherskyi, 41 sq.m."
L100815,2024-04-06,2024-05-04,withdrawn,sale,Lviv,Zaliznychnyi,"vul. Sichovykh Striltsiv, 96",NA,23.999315,5,15,17,59,10,54074,EUR,NA,AG6179,CityRealty,380606225910,portal_c,"Modern design, all amenities. Zaliznychnyi, 59 sq.m."
L100816,2024-06-19,NA,active,rent,Kyiv,Solomianskyi,"vul. Franka, 69",50.478859,30.549875,3,3,6,53,7,283,EUR,11546,AG7994,PrimeEstate,380605356807,portal_b,"Great location in Kyiv. 3 rooms, 3 floor. Well renovated."
L100817,2024-01-08,NA,active,rent,Kyiv,Sviatoshynskyi,"vul. Peremohy, 50",50.415416,30.475087,2,10,23,97,18,560,USD,21000,AG3159,PrimeEstate,380555097504,portal_c,"Great location in Kyiv. 2 rooms, 10 floor. Well renovated."
L100818,2024-06-14,NA,active,sale,Kyiv,Shevchenkivskyi,"vul. Sichovykh Striltsiv, 58",50.439421,30.478812,4,12,12,36,7,41175,USD,1544062,AG6867,EstateGroup,380605105521,portal_a,Comfortable 4-room apartment in Shevchenkivskyi district. Total area 36 sq.m.
L100819,2024-04-22,NA,active,rent,Odesa,Suvorovskyi,"vul. Soborna, 97",46.515992,30.684509,5,12,17,82,11,470,EUR,19176,AG4782,RealtyPro,380807909890,portal_a,Comfortable 5-room apartment in Suvorovskyi district. Total area 82 sq.m.
L100820,2024-03-16,NA,active,sale,Kyiv,Podilskyi,"vul. Bandery, 107",50.464592,NA,1,17,21,35,NA,40546,EUR,1654277,AG9625,UrbanHouse,380753078828,portal_c,"Great location in Kyiv. 1 rooms, 17 floor. Well renovated."
L100821,2024-05-05,NA,withdrawn,sale,Odesa,Malynovskyi,"vul. Shevchenka, 105",46.478318,30.730217,3,4,9,79,12,3569021,UAH,3569021,AG6379,UrbanHouse,380578700479,portal_a,"Great location in Odesa. 3 rooms, 4 floor. Well renovated."
L100822,2024-05-13,2024-07-11,closed,rent,Kyiv,Sviatoshynskyi,"vul. Lesi Ukrainky, 141",50.435335,30.531343,1,17,20,112,NA,709,EUR,28927,AG3802,HomeCenter,380849800666,portal_a,Comfortable 1-room apartment in Sviatoshynskyi district. Total area 112 sq.m.
L100823,2024-04-04,NA,withdrawn,sale,Kyiv,Sviatoshynskyi,"vul. Bandery, 7",50.385808,30.593525,3,4,9,105,17,3737794,UAH,3737794,AG5842,CityRealty,380807719401,portal_b,"Modern design, all amenities. Sviatoshynskyi, 105 sq.m."
L100824,2024-01-22,2024-01-26,closed,sale,Odesa,Malynovskyi,"vul. Franka, 86",46.470049,NA,3,5,9,79,19,98600,EUR,4022880,AG9538,PrimeEstate,380844095609,portal_b,"Modern design, all amenities. Malynovskyi, 79 sq.m."
L100825,2024-05-01,NA,active,rent,Lviv,Sykhivskyi,"vul. Peremohy, 90",49.863179,24.062693,5,23,25,74,18,478,USD,17925,NA,CityRealty,380724645359,portal_b,Comfortable 5-room apartment in Sykhivskyi district. Total area 74 sq.m.
L100826,2024-03-26,NA,active,sale,Kyiv,Solomianskyi,"vul. Lesi Ukrainky, 50",50.387714,30.46189,5,9,9,40,5,40854,EUR,1666843,AG1615,CityRealty,380588064125,portal_b,"Modern design, all amenities. Solomianskyi, 40 sq.m."
L100827,2024-04-10,NA,active,rent,Odesa,Suvorovskyi,"vul. Khreshchatyk, 27",46.526844,30.770536,2,5,12,119,27,28032,UAH,28032,AG3853,CityRealty,380849513183,portal_b,"Modern design, all amenities. Suvorovskyi, 119 sq.m."
L100828,2024-02-10,NA,active,sale,Odesa,Kiiivskyi,"vul. Teatralna, 8",46.451722,30.725112,2,21,22,37,NA,36796,USD,1379850,NA,NA,380918761736,portal_b,Comfortable 2-room apartment in Kiiivskyi district. Total area 37 sq.m.
L100829,2024-02-15,2024-02-27,withdrawn,rent,Odesa,Suvorovskyi,"vul. Heroiv, 14",46.49736,30.766583,3,5,7,98,23,647,USD,24262,AG5358,PrimeEstate,380661952122,portal_c,Comfortable 3-room apartment in Suvorovskyi district. Total area 98 sq.m.
L100830,2024-03-22,2024-03-25,closed,sale,Odesa,Malynovskyi,"vul. Heroiv, 44",46.478898,30.699954,5,4,20,76,NA,106762,USD,4003575,NA,NA,380697192657,portal_c,"Modern design, all amenities. Malynovskyi, 76 sq.m."
L100831,2024-05-02,2024-05-13,closed,rent,Lviv,Halytskyi,"vul. Sichovykh Striltsiv, 66",49.879476,23.99095,5,6,9,27,6,5522,UAH,5522,AG4632,CityRealty,380658650733,portal_b,Comfortable 5-room apartment in Halytskyi district. Total area 27 sq.m.
L100832,2024-03-29,2024-04-16,closed,sale,Odesa,Prymorskyi,"vul. Shevchenka, 5",46.447884,30.721132,4,3,15,70,13,94259,EUR,NA,AG8458,PrimeEstate,380896422883,portal_a,Comfortable 4-room apartment in Prymorskyi district. Total area 70 sq.m.
L100833,2024-03-27,2024-04-08,closed,rent,Lviv,Frankivskyi,"vul. Bandery, 20",NA,24.042628,1,2,17,95,23,26550,UAH,26550,AG2894,HomeCenter,380917039568,portal_c,"Modern design, all amenities. Frankivskyi, 95 sq.m."
L100834,2024-03-16,NA,active,rent,Odesa,Suvorovskyi,"vul. Shevchenka, 35",NA,30.715853,2,17,18,88,11,523,EUR,21338,AG6100,PrimeEstate,380994184959,portal_c,"Spacious apartment near metro. 88 sq.m, 2 rooms. Excellent condition."
L100835,2024-03-30,NA,active,rent,Lviv,Halytskyi,"vul. Sichovykh Striltsiv, 121",49.838001,24.055681,2,11,14,75,13,380,EUR,15504,AG6323,CityRealty,380929050624,portal_c,"Spacious apartment near metro. 75 sq.m, 2 rooms. Excellent condition."
L100836,2024-01-24,NA,active,rent,Kyiv,Sviatoshynskyi,"vul. Lesi Ukrainky, 9",50.428341,30.510129,2,4,15,59,NA,367,EUR,NA,AG4012,HomeCenter,380588211668,portal_b,"Perfect for families. 2-bedroom apartment, 4/15 floor."
L100837,2024-04-26,NA,withdrawn,rent,Lviv,Sykhivskyi,"vul. Khreshchatyk, 68",49.802131,24.032221,1,1,19,125,24,23368,UAH,23368,AG2339,EstateGroup,380972599704,portal_c,"Modern design, all amenities. Sykhivskyi, 125 sq.m."
L100838,2024-03-07,2024-03-29,closed,rent,Kyiv,Holosiivskyi,"vul. Peremohy, 10",50.524855,30.490059,2,8,22,90,22,24578,UAH,24578,AG2067,RealtyPro,380722588035,portal_c,"Great location in Kyiv. 2 rooms, 8 floor. Well renovated."
L100839,2024-04-27,NA,active,rent,Lviv,Zaliznychnyi,"vul. Soborna, 102",49.847731,24.064282,2,19,19,36,7,302,USD,11325,AG3023,PrimeEstate,380706057089,portal_a,"Spacious apartment near metro. 36 sq.m, 2 rooms. Excellent condition."
L100840,2024-06-22,NA,active,rent,Odesa,Prymorskyi,"vul. Bandery, 122",46.440003,30.751924,1,8,22,53,6,16823,UAH,16823,AG7168,CityRealty,380962497276,portal_c,"Spacious apartment near metro. 53 sq.m, 1 rooms. Excellent condition."
L100841,2024-03-02,NA,active,rent,Lviv,Frankivskyi,"vul. Peremohy, 52",49.841211,24.058369,5,1,9,65,10,15316,UAH,15316,AG7318,CityRealty,380949153904,portal_a,"Modern design, all amenities. Frankivskyi, 65 sq.m."
L100842,2024-06-10,NA,active,sale,Odesa,Suvorovskyi,"vul. Khreshchatyk, 141",46.451278,30.771786,5,14,19,75,18,86190,USD,3232125,NA,EstateGroup,380505823450,portal_c,"Perfect for families. 5-bedroom apartment, 14/19 floor."
L100843,2024-06-07,NA,withdrawn,rent,Lviv,Frankivskyi,"vul. Bandery, 145",49.863692,24.01855,3,11,22,168,30,1104,USD,41400,AG5372,UrbanHouse,380595654457,portal_a,Comfortable 3-room apartment in Frankivskyi district. Total area 168 sq.m.
L100844,2024-05-08,NA,active,rent,Odesa,Malynovskyi,"vul. Teatralna, 3",46.51972,30.731683,1,3,5,41,9,12539,UAH,12539,AG5217,PrimeEstate,380711656043,portal_c,"Spacious apartment near metro. 41 sq.m, 1 rooms. Excellent condition."
L100845,2024-04-20,2024-04-25,withdrawn,rent,Kyiv,Obolonskyi,"vul. Franka, 112",50.518017,30.545953,1,13,24,135,29,920,USD,34500,NA,NA,380948870260,portal_a,"Great location in Kyiv. 1 rooms, 13 floor. Well renovated."
L100846,2024-03-06,NA,active,sale,Odesa,Prymorskyi,"vul. Heroiv, 77",46.52613,30.69354,5,13,15,163,37,215169,USD,8068838,AG3277,UrbanHouse,380791314313,portal_b,"Modern design, all amenities. Prymorskyi, 163 sq.m."
L100847,2024-01-12,NA,withdrawn,rent,Lviv,Zaliznychnyi,"vul. Sichovykh Striltsiv, 105",49.804191,23.990536,1,9,24,78,17,453,USD,16988,AG7589,CityRealty,380909150150,portal_a,"Modern design, all amenities. Zaliznychnyi, 78 sq.m."
L100848,2024-01-27,NA,withdrawn,rent,Lviv,Sykhivskyi,"vul. Peremohy, 128",49.807215,24.028722,4,5,5,52,11,270,EUR,11016,AG3159,PrimeEstate,380959749582,portal_b,"Spacious apartment near metro. 52 sq.m, 4 rooms. Excellent condition."
L100849,2024-04-11,2024-05-08,withdrawn,rent,Odesa,Malynovskyi,"vul. Shevchenka, 59",46.481935,30.70112,4,12,12,102,13,714,EUR,29131,NA,NA,380581613785,portal_c,"Modern design, all amenities. Malynovskyi, 102 sq.m."
L100850,2024-03-16,2024-05-08,closed,sale,Lviv,Halytskyi,"vul. Sichovykh Striltsiv, 79",49.847838,24.049408,3,13,16,22,3,23048,EUR,940358,AG6203,RealtyPro,380621287817,portal_a,"Modern design, all amenities. Halytskyi, 22 sq.m."
L100851,2024-03-17,NA,active,sale,Kyiv,Shevchenkivskyi,"vul. Soborna, 128",50.404293,NA,2,15,17,112,24,129585,EUR,5287068,NA,NA,380837688834,portal_a,"Perfect for families. 2-bedroom apartment, 15/17 floor."
L100852,2024-01-30,2024-03-03,closed,sale,Kyiv,Darnytskyi,"vul. Heroiv, 41",50.448093,30.537072,5,14,19,97,24,112264,EUR,4580371,AG4733,PrimeEstate,380877304129,portal_b,Comfortable 5-room apartment in Darnytskyi district. Total area 97 sq.m.
L100853,2024-04-25,NA,closed,sale,Lviv,Halytskyi,"vul. Lesi Ukrainky, 102",49.84442,23.994573,3,5,17,90,22,3324138,UAH,3324138,AG8270,RealtyPro,380571235504,portal_c,"Spacious apartment near metro. 90 sq.m, 3 rooms. Excellent condition."
L100854,2024-05-24,NA,active,rent,Kyiv,Dniprovskyi,"vul. Mira, 92",50.469531,30.531527,4,3,25,111,14,22022,UAH,22022,AG8631,UrbanHouse,380801728943,portal_c,Comfortable 4-room apartment in Dniprovskyi district. Total area 111 sq.m.
L100855,2024-04-30,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Parkova, 74",49.831096,24.036053,2,13,24,51,11,10773,UAH,10773,NA,NA,380572975438,portal_c,Comfortable 2-room apartment in Shevchenkivskyi district. Total area 51 sq.m.
L100856,2024-04-23,2024-05-17,closed,sale,Odesa,Prymorskyi,"vul. Sichovykh Striltsiv, 7",46.481392,30.716421,1,12,18,45,11,2049992,UAH,2049992,AG8536,RealtyPro,380535951417,portal_b,Comfortable 1-room apartment in Prymorskyi district. Total area 45 sq.m.
L100857,2024-06-27,NA,active,sale,Lviv,Lychakivskyi,"vul. Sichovykh Striltsiv, 100",49.846775,24.038762,4,17,21,42,7,1498090,UAH,1498090,NA,NA,380619734023,portal_c,"Great location in Lviv. 4 rooms, 17 floor. Well renovated."
L100858,2024-01-18,2024-02-26,closed,rent,Odesa,Suvorovskyi,"vul. Peremohy, 58",46.488715,30.683709,3,21,22,43,8,8746,UAH,8746,AG5157,RealtyPro,380617150266,portal_b,"Spacious apartment near metro. 43 sq.m, 3 rooms. Excellent condition."
L100859,2024-01-29,2024-02-22,closed,rent,Odesa,Prymorskyi,"vul. Franka, 20",46.498678,30.680585,2,8,18,73,10,18481,UAH,18481,AG6498,EstateGroup,380924071390,portal_b,"Perfect for families. 2-bedroom apartment, 8/18 floor."
L100860,2024-01-26,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Parkova, 128",49.813489,24.046153,5,3,25,51,8,439,USD,NA,NA,NA,380711235281,portal_c,"Great location in Lviv. 5 rooms, 3 floor. Well renovated."
L100861,2024-06-07,NA,active,rent,Lviv,Frankivskyi,"vul. Parkova, 25",49.82511,23.99245,2,5,16,29,4,164,EUR,6691,AG9906,CityRealty,380936704436,portal_b,"Great location in Lviv. 2 rooms, 5 floor. Well renovated."
L100862,2024-04-02,NA,active,sale,Kyiv,Podilskyi,"vul. Khreshchatyk, 28",50.434659,30.580049,3,4,6,67,8,72543,USD,2720362,AG8640,UrbanHouse,380792645475,portal_a,Comfortable 3-room apartment in Podilskyi district. Total area 67 sq.m.
L100863,2024-01-31,2024-03-23,closed,sale,Odesa,Kiiivskyi,"vul. Franka, 142",46.502578,30.674539,2,9,21,42,8,1960584,UAH,1960584,AG6351,CityRealty,380643235794,portal_b,"Spacious apartment near metro. 42 sq.m, 2 rooms. Excellent condition."
L100864,2024-05-28,NA,active,sale,Kyiv,Pecherskyi,"vul. Franka, 87",50.47302,30.596957,3,23,25,46,7,44120,USD,1654500,AG5367,PrimeEstate,380745419616,portal_c,"Modern design, all amenities. Pecherskyi, 46 sq.m."
L100865,2024-01-08,NA,active,rent,Kyiv,Pecherskyi,"vul. Sichovykh Striltsiv, 140",50.503337,NA,4,9,13,59,11,471,EUR,19217,AG5119,UrbanHouse,380557530422,portal_c,"Great location in Kyiv. 4 rooms, 9 floor. Well renovated."
L100866,2024-02-05,NA,active,rent,Lviv,Lychakivskyi,"vul. Peremohy, 132",49.839416,23.997139,4,3,9,65,9,452,EUR,18442,NA,NA,380618371291,portal_a,"Great location in Lviv. 4 rooms, 3 floor. Well renovated."
L100867,2024-06-05,NA,active,rent,Lviv,Sykhivskyi,"vul. Franka, 26",49.866546,24.024297,2,1,21,121,26,593,EUR,24194,AG7194,RealtyPro,380854991783,portal_c,"Spacious apartment near metro. 121 sq.m, 2 rooms. Excellent condition."
L100868,2024-06-16,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Bandery, 87",49.810688,24.069331,2,16,16,56,NA,448,USD,16800,NA,NA,380907155774,portal_a,"Perfect for families. 2-bedroom apartment, 12/16 floor."
L100869,2024-02-26,NA,active,sale,Odesa,Malynovskyi,"vul. Franka, 7",46.500948,30.720313,1,2,14,73,16,2953800,UAH,NA,AG7628,RealtyPro,380844302871,portal_b,"Spacious apartment near metro. 73 sq.m, 1 rooms. Excellent condition."
L100870,2024-03-29,NA,active,sale,Lviv,Shevchenkivskyi,"vul. Parkova, 51",49.802136,24.013781,1,15,21,107,15,5816134,UAH,5816134,AG3585,CityRealty,380793466757,portal_b,"Great location in Lviv. 1 rooms, 15 floor. Well renovated."
L100871,2024-04-25,NA,withdrawn,rent,Lviv,Zaliznychnyi,"vul. Sichovykh Striltsiv, 13",49.823649,24.032579,3,19,23,42,9,290,USD,10875,AG8672,EstateGroup,380765136645,portal_a,"Modern design, all amenities. Zaliznychnyi, 42 sq.m."
L100872,2024-06-05,NA,active,rent,Lviv,Halytskyi,"vul. Mira, 36",NA,NA,2,6,19,33,5,176,USD,6600,NA,NA,380806091327,portal_c,"Spacious apartment near metro. 33 sq.m, 2 rooms. Excellent condition."
L100873,2024-05-03,2024-07-01,closed,sale,Odesa,Prymorskyi,"vul. Shevchenka, 81",46.497584,30.735957,2,7,17,44,NA,2000101,UAH,2000101,AG9060,HomeCenter,380675741136,portal_a,"Spacious apartment near metro. 44 sq.m, 2 rooms. Excellent condition."
L100874,2024-01-01,2024-02-01,closed,rent,Lviv,Lychakivskyi,"vul. Bandery, 13",49.87224,23.999806,1,5,8,95,23,853,USD,31988,AG2364,EstateGroup,380689691015,portal_a,"Modern design, all amenities. Lychakivskyi, 95 sq.m."
L100875,2024-02-11,NA,active,rent,Kyiv,Holosiivskyi,"vul. Lesi Ukrainky, 72",50.50304,30.486549,2,6,9,50,11,274,EUR,11179,NA,NA,380587345337,portal_c,"Perfect for families. 2-bedroom apartment, 6/9 floor."
L100876,2024-05-31,NA,withdrawn,rent,Lviv,Sykhivskyi,"vul. Franka, 67",49.858484,24.024453,3,12,12,62,8,12679,UAH,NA,NA,NA,380799851187,portal_a,Comfortable 3-room apartment in Sykhivskyi district. Total area 62 sq.m.
L100877,2024-03-02,NA,active,rent,Kyiv,Obolonskyi,"vul. Mira, 146",50.385221,30.555337,2,14,18,92,14,24835,UAH,24835,AG2564,UrbanHouse,380929546531,portal_a,"Great location in Kyiv. 2 rooms, 14 floor. Well renovated."
L100878,2024-02-16,2024-03-26,closed,rent,Lviv,Lychakivskyi,"vul. Heroiv, 128",49.838433,24.02876,5,4,5,78,12,17714,UAH,17714,AG6493,EstateGroup,380915007432,portal_c,"Great location in Lviv. 5 rooms, 4 floor. Well renovated."
L100879,2024-06-21,2024-08-11,closed,rent,Kyiv,Darnytskyi,"vul. Soborna, 7",50.43477,30.506473,4,3,11,68,10,387,EUR,15790,NA,NA,380608989782,portal_b,"Spacious apartment near metro. 68 sq.m, 4 rooms. Excellent condition."
L100880,2024-04-30,2024-06-29,closed,rent,Lviv,Shevchenkivskyi,"vul. Khreshchatyk, 6",49.842496,24.047585,4,10,17,46,7,227,EUR,9262,AG8248,HomeCenter,380554085858,portal_b,Comfortable 4-room apartment in Shevchenkivskyi district. Total area 46 sq.m.
L100881,2024-06-20,NA,active,rent,Odesa,Suvorovskyi,"vul. Khreshchatyk, 144",46.511555,30.697785,3,3,10,67,12,375,EUR,15300,AG4677,CityRealty,380914793087,portal_c,Comfortable 3-room apartment in Suvorovskyi district. Total area 67 sq.m.
L100882,2024-03-06,NA,withdrawn,rent,Kyiv,Desnianskyi,"vul. Khreshchatyk, 143",50.481481,30.546045,2,11,22,95,13,443,EUR,18074,NA,NA,380904995604,portal_c,"Perfect for families. 2-bedroom apartment, 11/22 floor."
L100883,2024-05-26,2024-07-25,closed,sale,Lviv,Frankivskyi,"vul. Peremohy, 74",49.827832,24.014682,2,5,12,76,15,79688,USD,2988300,NA,NA,380679815822,portal_a,"Perfect for families. 2-bedroom apartment, 5/12 floor."
L100884,2024-01-14,2024-02-11,closed,rent,Odesa,Suvorovskyi,"vul. Shevchenka, 78",46.495265,30.67529,5,11,15,70,12,345,EUR,14076,AG3429,CityRealty,380967829525,portal_c,"Modern design, all amenities. Suvorovskyi, 70 sq.m."
L100885,2024-02-20,2024-03-13,closed,sale,Odesa,Prymorskyi,"vul. Khreshchatyk, 3",46.437231,30.690003,2,9,22,83,14,115013,USD,4312988,AG7268,CityRealty,380933093441,portal_a,"Great location in Odesa. 2 rooms, 9 floor. Well renovated."
L100886,2024-02-26,NA,active,rent,Kyiv,Obolonskyi,"vul. Bandery, 61",50.48231,30.49955,4,6,7,116,22,906,EUR,36965,NA,CityRealty,380613117751,portal_a,"Perfect for families. 4-bedroom apartment, 6/7 floor."
L100887,2024-01-22,NA,withdrawn,sale,Lviv,Shevchenkivskyi,"vul. Lesi Ukrainky, 132",49.809483,23.999732,5,8,16,79,18,80188,EUR,3271670,NA,NA,380882360370,portal_a,"Great location in Lviv. 5 rooms, 8 floor. Well renovated."
L100888,2024-02-24,NA,active,sale,Odesa,Prymorskyi,"vul. Soborna, 109",46.465125,30.760609,5,2,20,40,10,51741,EUR,NA,AG9763,CityRealty,380874356306,portal_a,"Spacious apartment near metro. 40 sq.m, 5 rooms. Excellent condition."
L100889,2024-06-06,2024-06-22,closed,sale,Odesa,Suvorovskyi,"vul. Sichovykh Striltsiv, 89",46.504051,30.729905,2,1,6,78,NA,99892,EUR,4075594,AG1883,RealtyPro,380876752683,portal_b,"Great location in Odesa. 2 rooms, 1 floor. Well renovated."
L100890,2024-01-05,2024-01-10,closed,sale,Lviv,Halytskyi,"vul. Mira, 61",NA,24.041901,4,4,7,60,12,85714,USD,3214275,AG5256,UrbanHouse,380826828460,portal_b,Comfortable 4-room apartment in Halytskyi district. Total area 60 sq.m.
L100891,2024-05-21,NA,active,rent,Odesa,Suvorovskyi,"vul. Franka, 76",46.449675,30.681219,1,2,7,66,11,308,EUR,12566,NA,NA,380757747583,portal_b,"Great location in Odesa. 1 rooms, 2 floor. Well renovated."
L100892,2024-05-21,NA,active,rent,Kyiv,Solomianskyi,"vul. Franka, 32",50.498143,30.488406,5,13,19,146,35,34492,UAH,34492,AG8143,UrbanHouse,380993757119,portal_b,"Modern design, all amenities. Solomianskyi, 146 sq.m."
L100893,2024-05-03,NA,active,rent,Odesa,Suvorovskyi,"vul. Mira, 24",46.517244,30.673589,5,12,17,85,15,455,USD,17062,AG4407,EstateGroup,380807670244,portal_c,"Modern design, all amenities. Suvorovskyi, 85 sq.m."
L100894,2024-03-26,NA,active,rent,Lviv,Zaliznychnyi,"vul. Heroiv, 59",49.819195,24.03926,2,10,11,54,7,365,EUR,14892,AG3393,CityRealty,380793794960,portal_c,"Spacious apartment near metro. 54 sq.m, 2 rooms. Excellent condition."
L100895,2024-04-25,2024-06-10,closed,sale,Lviv,Shevchenkivskyi,"vul. Sichovykh Striltsiv, 71",NA,24.050679,3,3,11,35,5,1761756,UAH,1761756,AG5258,PrimeEstate,380878564762,portal_c,Comfortable 3-room apartment in Shevchenkivskyi district. Total area 35 sq.m.
L100896,2024-06-06,2024-07-01,closed,rent,Lviv,Frankivskyi,"vul. Mira, 72",49.811127,NA,5,12,12,NA,7,362,EUR,14770,AG8841,UrbanHouse,380959747941,portal_b,"Spacious apartment near metro. 46 sq.m, 5 rooms. Excellent condition."
L100897,2024-06-15,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Franka, 98",49.80032,24.023489,1,4,5,147,35,1020,EUR,41616,AG2823,PrimeEstate,380955098018,portal_b,"Perfect for families. 1-bedroom apartment, 4/5 floor."
L100898,2024-06-16,2024-06-22,closed,rent,Lviv,Lychakivskyi,"vul. Franka, 110",49.855562,23.997183,3,24,24,83,12,24927,UAH,24927,AG9564,RealtyPro,380836125900,portal_a,"Modern design, all amenities. Lychakivskyi, 83 sq.m."
L100899,2024-04-25,NA,withdrawn,rent,Odesa,Kiiivskyi,"vul. Shevchenka, 129",46.478768,30.727345,2,2,16,98,19,797,USD,29888,NA,NA,380557597346,portal_a,Comfortable 2-room apartment in Kiiivskyi district. Total area 98 sq.m.
L100900,2024-05-30,2024-06-19,closed,rent,Lviv,Zaliznychnyi,"vul. Bandery, 58",NA,24.028837,2,2,5,51,NA,306,EUR,12485,AG7058,UrbanHouse,380621352250,portal_b,"Great location in Lviv. 2 rooms, 2 floor. Well renovated."
L100901,2024-03-19,2024-04-04,closed,sale,Odesa,Kiiivskyi,"vul. Soborna, 36",46.485946,30.702867,4,13,17,66,9,69915,USD,2621812,NA,NA,380882773009,portal_a,"Great location in Odesa. 4 rooms, 13 floor. Well renovated."
L100902,2024-06-15,NA,active,sale,Odesa,Suvorovskyi,"vul. Khreshchatyk, 52",46.49959,NA,3,3,14,44,10,1717473,UAH,1717473,NA,NA,380736265439,portal_c,"Spacious apartment near metro. 44 sq.m, 3 rooms. Excellent condition."
L100903,2024-02-09,2024-03-08,withdrawn,sale,Odesa,Malynovskyi,"vul. Parkova, 15",46.491,30.681002,4,6,9,56,7,2995911,UAH,2995911,AG7572,PrimeEstate,380558758429,portal_c,"Modern design, all amenities. Malynovskyi, 56 sq.m."
L100904,2024-01-18,NA,active,rent,Kyiv,Obolonskyi,"vul. Mira, 136",50.463697,30.473067,5,2,6,64,11,558,USD,20925,AG3312,PrimeEstate,380892138763,portal_b,"Perfect for families. 5-bedroom apartment, 2/6 floor."
L100905,2024-03-03,NA,closed,rent,Kyiv,Obolonskyi,"vul. Teatralna, 145",NA,30.468381,5,4,5,63,13,414,EUR,16891,NA,NA,380545002931,portal_b,"Perfect for families. 5-bedroom apartment, 4/5 floor."
L100906,2024-06-25,NA,active,rent,Kyiv,Darnytskyi,"vul. Heroiv, 139",50.471616,30.577237,2,15,22,58,12,288,EUR,11750,AG6386,HomeCenter,380604324643,portal_c,Comfortable 2-room apartment in Darnytskyi district. Total area 58 sq.m.
L100907,2024-01-21,NA,withdrawn,rent,Lviv,Lychakivskyi,"vul. Sichovykh Striltsiv, 53",49.825743,24.000686,3,4,10,55,12,15828,UAH,15828,AG6126,RealtyPro,380942374301,portal_c,"Perfect for families. 3-bedroom apartment, 4/10 floor."
L100908,2024-03-27,2024-05-14,closed,rent,Kyiv,Desnianskyi,"vul. Sichovykh Striltsiv, 64",50.45553,30.551674,3,20,24,53,7,291,USD,10912,AG7503,HomeCenter,380887662851,portal_c,"Perfect for families. 3-bedroom apartment, 20/24 floor."
L100909,2024-05-29,NA,active,rent,Lviv,Lychakivskyi,"vul. Parkova, 104",49.817008,24.031116,4,6,12,135,18,682,USD,25575,NA,PrimeEstate,380602276792,portal_c,Comfortable 4-room apartment in Lychakivskyi district. Total area 135 sq.m.
L100910,2024-06-29,NA,active,rent,Odesa,Suvorovskyi,"vul. Teatralna, 115",46.507631,30.685677,3,1,9,64,15,16432,UAH,16432,AG9800,EstateGroup,380771568055,portal_c,"Perfect for families. 3-bedroom apartment, 1/9 floor."
L100911,2024-04-20,NA,active,rent,Kyiv,Podilskyi,"vul. Heroiv, 144",50.445755,30.583862,2,7,18,69,12,388,USD,14550,AG9131,PrimeEstate,380818619442,portal_a,Comfortable 2-room apartment in Podilskyi district. Total area 69 sq.m.
L100912,2024-02-03,NA,active,sale,Lviv,Zaliznychnyi,"vul. Mira, 42",49.834793,24.059442,1,13,25,40,8,46195,EUR,1884756,AG4660,EstateGroup,380963930420,portal_b,"Great location in Lviv. 1 rooms, 13 floor. Well renovated."
L100913,2024-05-25,NA,active,rent,Odesa,Prymorskyi,"vul. Teatralna, 72",46.461391,30.769022,5,14,18,60,11,320,USD,12000,AG9216,PrimeEstate,380783180446,portal_b,"Great location in Odesa. 5 rooms, 14 floor. Well renovated."
L100914,2024-04-30,NA,closed,rent,Lviv,Shevchenkivskyi,"vul. Bandery, 76",49.805017,24.031265,5,9,11,37,9,9658,UAH,9658,AG7537,RealtyPro,380522158947,portal_b,Comfortable 5-room apartment in Shevchenkivskyi district. Total area 37 sq.m.
